,logFC,AveExpr,t,P.Value,adj.P.Val,B
PON3,-1.9366089887389948,-2.3950644381200408,-4.197017744376374,2.9677471469961735e-05,7.192663015599011e-05,1.5108159948555686
SKP1P1,-0.8545980256692318,-2.4148358944240007,-4.19772550249636,2.9586650887245856e-05,7.172005235838936e-05,1.5141670282370274
ZNF32-AS2,-0.9882231124370309,-2.527775665799451,-4.197861459594832,2.9569234991808345e-05,7.168460093398279e-05,1.5171798216924044
HSD11B1,-1.5671060009996576,-0.6784260361788421,-4.198227115210455,2.9522443479359873e-05,7.158467861408607e-05,1.4552030796740647
RP3-342P20.2,-1.232261552973319,-3.8992425655577376,-4.200305216781737,2.9257852864403464e-05,7.099002693589741e-05,1.5505090068197873
A2MP1,-1.2966739320173444,-3.808373834555688,-4.200474362738613,2.9236416304822384e-05,7.095142019812466e-05,1.5498772558968437
IP6K2,-0.5687257191403798,5.431447763801513,-4.201103542846383,2.9156808923943817e-05,7.076491434451418e-05,0.9191933829615486
AC016722.4,-1.094323862129351,-2.307117132892414,-4.201504525960235,2.91061820222422e-05,7.064871683935795e-05,1.5271348540462473
TDRD12,-1.1927228206737865,-3.303500685528568,-4.201793959723017,2.906969102221089e-05,7.057348279832141e-05,1.5475274859490886
RP11-666A8.7,-0.9638954889044631,-4.221301818425908,-4.202314447705491,2.9004178922591524e-05,7.042109352135735e-05,1.563314630385289
PLA2G1B,-1.4014685777772269,-3.0747001435799572,-4.202609636580464,2.8967086969521553e-05,7.033768503717708e-05,1.5470556337241632
CH17-302M23.1,-1.0149500517619683,-3.5334795217599604,-4.202911247020685,2.8929234765832334e-05,7.025241456986306e-05,1.5557389916485649
RP11-795F19.5,-0.9951136285483259,-1.2618639696932443,-4.203461016294236,2.8860359679365405e-05,7.011167401108037e-05,1.502709957695548
NPIPB15,-1.8948984189601021,0.39896732795281536,-4.20378759981666,2.8819519252169656e-05,7.001908172864187e-05,1.4086453820374603
SLC6A2,-2.0098320038473823,-4.851764027359581,-4.203853389875171,2.8811298634103644e-05,7.000573158180548e-05,1.578099176461178
RP11-552F3.12,-1.7388355509744662,-2.2972575073626036,-4.205451721519721,2.861226809888958e-05,6.956161317529166e-05,1.5430971009691739
LINC01431,-1.149535115347464,-2.2631111452345443,-4.20621865110243,2.851723247333323e-05,6.93371278625975e-05,1.5454185505011715
PPIEL,-1.2114091864726715,-2.7816752592845218,-4.207506453378282,2.8358327609874174e-05,6.896382236572278e-05,1.5618579218910522
AC004485.3,-1.3924731233981609,-4.791108696355209,-4.210360751601067,2.8009129300825176e-05,6.815979418543613e-05,1.6040224623179835
MEIS2,-1.2727710391291405,2.859272094577157,-4.21141109911783,2.78816621999293e-05,6.786246496216681e-05,1.1807140802347051
SSTR3,-1.3385064099605226,-4.171548041415193,-4.2121269596788755,2.779510421748277e-05,6.766461247560284e-05,1.6029100152178088
TMEM240,-0.9654882350436549,-1.3822152592216903,-4.212147822639398,2.7792585423030783e-05,6.766461247560284e-05,1.542950635119663
VCX3B,-1.5208741258563765,-3.8976580413322335,-4.212465674462833,2.775423790450071e-05,6.75843455106942e-05,1.6004099797046507
CA3,-1.126807154338655,-0.18208867501303097,-4.21350043939076,2.76297464932143e-05,6.729395724848012e-05,1.4893082917041554
AP000438.2,-1.1575881436465503,-4.589752615551327,-4.214619961900148,2.749565697354398e-05,6.698007759191217e-05,1.6188694326583999
ELOVL3,-1.110708249594024,-3.2217680693062647,-4.218140643655031,2.7077998822659457e-05,6.601900928064959e-05,1.6133671850465925
RP11-12A20.7,-0.9466289700117558,-1.0267841479466662,-4.2197434539827166,2.688986565356569e-05,6.557277056404554e-05,1.5601244260563494
CFAP99,-1.547622040470129,-3.673550026880638,-4.223043623566213,2.6506414827412153e-05,6.465611663143948e-05,1.6406510198779065
SCNN1A,-2.330105787008457,5.101612445906942,-4.223714346154938,2.6429122210247084e-05,6.447982765515112e-05,1.0217371913356637
UCHL1,-2.0880290742687175,3.3072372336650426,-4.223896401687252,2.6408179599938723e-05,6.444709964511842e-05,1.1726700233035015
RP4-614O4.13,-0.6246560240154855,0.6248308914758499,-4.224131464385017,2.638116273433472e-05,6.439340453392116e-05,1.474580497314948
DOK7,-1.996239442299359,-0.2694596024237213,-4.2254496873100535,2.623014031349636e-05,6.403694806763565e-05,1.544066900738727
SIX5,-0.720110621124598,3.426712836299067,-4.225497090783419,2.6224724896755464e-05,6.40298136251897e-05,1.1639021947601957
ADTRP,-1.7397374989372123,-0.1288188500766744,-4.228608859332714,2.5871553988138007e-05,6.319154741582011e-05,1.548208703496945
ELMOD3,-0.4767248020772006,3.6868696038184967,-4.229418671866759,2.578038984500198e-05,6.29868485910565e-05,1.148358385579649
COL20A1,-1.4085468677986626,-4.397011103408071,-4.229618546855768,2.5757936176105456e-05,6.294396525317948e-05,1.6780614924464654
RP3-330M21.5,-1.2908484837968897,-5.099592543124167,-4.229801713896862,2.573737581481373e-05,6.289970720828442e-05,1.688034104145487
UPK1A,-1.3031942598717525,-4.5771844483993664,-4.230286699923711,2.568301197973257e-05,6.277282039165127e-05,1.6832478766620032
RP11-10J21.2,-1.0872024485935539,-3.8842479815023143,-4.231030340773507,2.5599867012442885e-05,6.258151384737965e-05,1.6766996979370923
NLRP2,-2.0748664348634978,-0.21303289462870603,-4.231817390133634,2.5512147983825615e-05,6.239083000081826e-05,1.5668467288249195
TDRD1,-1.807011226469295,-3.6795560501326015,-4.235017205412775,2.5158458833661866e-05,6.153759030713693e-05,1.6901541926879506
