"Sample ID","Biosample type","Biosample name","Tissue type","Cancer type","Region number"
"Sample_1110","Cell Line","GM12878","Other","Normal","3259"
"Sample_1111","Cell Line","GM12878","Other","Normal","2497"
"Sample_1112","Cell Line","GM12878","Other","Normal","13914"
"Sample_1113","Cell Line","GM12878","Other","Normal","9686"
"Sample_1114","Cell Line","GM12878","Other","Normal","8200"
"Sample_1115","Cell Line","GM12878","Blood","Normal","24433"
"Sample_1116","Cell Line","GM12878","Blood","Normal","34406"
"Sample_1117","Cell Line","GM12878","Blood","Normal","21714"
"Sample_1118","Cell Line","HT1080","Connective tissue","Fibroscarcoma","59973"
"Sample_1119","Cell Line","HT1080","Connective tissue","Fibroscarcoma","49836"
"Sample_1120","Cell Line","HT1080","Connective tissue","Fibroscarcoma","40122"
"Sample_1121","Cell Line","HT1080","Connective tissue","Fibroscarcoma","46325"
"Sample_1122","Cell Line","HT1080","Connective tissue","Fibroscarcoma","73220"
"Sample_1123","Cell Line","HT1080","Connective tissue","Fibroscarcoma","46072"
"Sample_1124","Cell Line","HT1080","Connective tissue","Fibroscarcoma","59650"
"Sample_1125","Cell Line","HT1080","Connective tissue","Fibroscarcoma","58478"
"Sample_1126","Primary Cell","neutrophil","Other","Normal","2114"
"Sample_1127","Primary Cell","neutrophil","Other","Normal","2396"
"Sample_1128","Primary Cell","neutrophil","Other","Normal","3395"
"Sample_1129","Primary Cell","neutrophil","Other","Normal","799"
"Sample_1130","Primary Cell","neutrophil","Other","Normal","1570"
"Sample_1131","Primary Cell","neutrophil","Other","Normal","2185"
"Sample_1132","Primary Cell","neutrophil","Other","Normal","1063"
"Sample_1133","Primary Cell","neutrophil","Other","Normal","1894"
"Sample_1134","Primary Cell","neutrophil","Other","Normal","1303"
"Sample_1135","Primary Cell","neutrophil","Other","Normal","504"
"Sample_1136","Cell Line","FL3","Fibroblast","Other","50951"
"Sample_1137","Cell Line","FL3","Fibroblast","Other","47172"
"Sample_1138","Cell Line","FL3","Fibroblast","Other","58141"
"Sample_1139","Cell Line","FL3","Fibroblast","Other","56760"
"Sample_1140","Cell Line","FL3","Fibroblast","Other","51456"
"Sample_1141","Cell Line","FL3","Fibroblast","Other","52723"
"Sample_1142","Cell Line","FL3","Fibroblast","Other","72802"
"Sample_1143","Cell Line","FL3","Fibroblast","Other","49089"
"Sample_1144","Cell Line","FL3","Fibroblast","Other","55500"
"Sample_1145","Cell Line","FL3","Fibroblast","Other","40367"
"Sample_1146","Cell Line","FL3","Fibroblast","Other","82364"
"Sample_1147","Cell Line","FL3","Fibroblast","Other","76467"
"Sample_1148","Cell Line","FL3","Fibroblast","Other","88415"
"Sample_1149","Cell Line","FL3","Fibroblast","Other","71563"
"Sample_1150","Cell Line","FL3","Fibroblast","Other","82804"
"Sample_1151","Cell Line","FL3","Fibroblast","Other","91651"
"Sample_1152","Cell Line","FL3","Fibroblast","Other","75141"
"Sample_1153","Cell Line","FL3","Fibroblast","Other","78081"
"Sample_1154","Cell Line","FL3","Fibroblast","Other","87614"
"Sample_1155","Cell Line","FL3","Fibroblast","Other","80194"
"Sample_1156","Cell Line","FL3","Fibroblast","Other","67421"
"Sample_1157","Cell Line","FL3","Fibroblast","Other","109618"
"Sample_1158","Cell Line","FL3","Fibroblast","Other","86406"
"Sample_1159","Tissue","HCASMC","Artery","Coronary artery disease","113833"
"Sample_1160","Tissue","HCASMC","Artery","Coronary artery disease","130768"
"Sample_1161","Tissue","HCASMC","Artery","Normal","140932"
"Sample_1162","Tissue","HCASMC","Artery","Normal","145846"
"Sample_1163","Tissue","HCASMC","Artery","Normal","158952"
"Sample_1164","Tissue","HCASMC","Artery","Normal","32619"
"Sample_1165","Tissue","HCASMC","Artery","Normal","41805"
"Sample_1166","Tissue","HCASMC","Artery","Normal","1705"
"Sample_1167","Tissue","HCASMC","Artery","Normal","33938"
"Sample_1168","Tissue","HCASMC","Artery","Normal","10034"
"Sample_1169","Primary Cell","CD19+ B cell","Blood","Normal","28729"
"Sample_1170","Primary Cell","CD19+ B cell","Blood","Normal","36256"
"Sample_1171","Primary Cell","CD19+ B cell","Blood","Normal","39175"
"Sample_1172","Primary Cell","CD19+ B cell","Blood","Normal","33070"
"Sample_1173","Primary Cell","CD19+ B cell","Blood","Normal","30213"
"Sample_1174","Primary Cell","CD19+ B cell","Blood","Normal","38690"
"Sample_1175","Primary Cell","CD19+ B cell","Blood","Normal","40752"
"Sample_1176","Primary Cell","CD19+ B cell","Blood","Normal","34903"
"Sample_1177","Primary Cell","CD19+ B cell","Blood","Normal","33517"
"Sample_1178","Primary Cell","CD19+ B cell","Blood","Normal","23552"
"Sample_1179","Primary Cell","CD19+ B cell","Blood","Normal","30380"
"Sample_1180","Primary Cell","EB-HSPC","Peripheral blood","Normal","42737"
"Sample_1181","Primary Cell","EB-HSPC","Peripheral blood","Normal","22767"
"Sample_1182","Primary Cell","EB-HSPC","Peripheral blood","Normal","33356"
"Sample_1183","Primary Cell","EB-HSPC","Peripheral blood","Normal","16627"
"Sample_1184","Primary Cell","ILC","Tonsil","Normal","18368"
"Sample_1185","Primary Cell","ILC","Tonsil","Normal","2167"
"Sample_1186","Primary Cell","ILC","Tonsil","Normal","20027"
"Sample_1187","Primary Cell","Th17","Tonsil","Normal","40207"
"Sample_1188","Primary Cell","Th17","Tonsil","Normal","5271"
"Sample_1189","Primary Cell","Natural Killer Cell","Blood","Normal","1131"
"Sample_1190","Primary Cell","Natural Killer Cell","Blood","Normal","30102"
"Sample_1191","Cell Line","LNCaP","Blood","Normal","609"
"Sample_1192","Cell Line","LNCaP","Blood","Normal","8431"
"Sample_1193","Cell Line","LNCaP","Prostate","Adenocarcinoma","1266"
"Sample_1194","Cell Line","PBMC","Blood","Normal","713"
"Sample_1195","Cell Line","PBMC","Blood","Normal","5924"
"Sample_1196","Cell Line","PBMC","Blood","Normal","634"
"Sample_1197","Other","HCASMC","Other","Hemoglobinopathies","7984"
"Sample_1198","Other","HCASMC","Other","Hemoglobinopathies","11799"
"Sample_1199","Other","HCASMC","Other","Hemoglobinopathies","9874"
"Sample_1200","Other","HCASMC","Other","Hemoglobinopathies","14591"
"Sample_1201","Other","HUDEP-2","Other","Hemoglobinopathies","7872"
"Sample_1202","Other","HCASMC","Other","Hemoglobinopathies","16059"
"Sample_1203","Other","HCASMC","Other","Hemoglobinopathies","32712"
"Sample_1204","Cell Line","GM12878","Blood","Normal","52127"
"Sample_1205","Cell Line","GM12878","Blood","Normal","65937"
"Sample_1206","Cell Line","GM12878","Blood","Normal","62742"
"Sample_1207","Cell Line","GM12878","Blood","Normal","61899"
"Sample_1208","Cell Line","GM12878","Blood","Normal","83548"
"Sample_1209","Cell Line","GM12878","Blood","Normal","85630"
"Sample_1210","Cell Line","GM12878","Blood","Normal","25"
"Sample_1211","Tissue","Pancreatic islet","Pancreas","Normal","28588"
"Sample_1212","Tissue","Pancreatic islet","Pancreas","Normal","84330"
"Sample_1213","Tissue","Pancreatic islet","Pancreas","Normal","32375"
"Sample_1214","Tissue","Pancreatic islet","Pancreas","Normal","21834"
"Sample_1215","Tissue","Pancreatic islet","Pancreas","Normal","22681"
"Sample_1216","Tissue","Pancreatic islet","Pancreas","Normal","37296"
"Sample_1217","Stem Cell","Glioblastoma cell","Other","Glioblastoma","3597"
"Sample_1218","Stem Cell","Glioblastoma cell","Other","Glioblastoma","232"
"Sample_1219","Stem Cell","Glioblastoma cell","Other","Glioblastoma","1355"
"Sample_1220","Stem Cell","Glioblastoma cell","Other","Glioblastoma","255"
"Sample_1221","Stem Cell","Glioblastoma cell","Other","Glioblastoma","2197"
"Sample_1222","Stem Cell","Glioblastoma cell","Other","Glioblastoma","367"
"Sample_1223","Stem Cell","Glioblastoma cell","Other","Glioblastoma","2262"
"Sample_1224","Stem Cell","Glioblastoma cell","Other","Glioblastoma","351"
"Sample_1225","Stem Cell","Glioblastoma cell","Other","Glioblastoma","2631"
"Sample_1226","Stem Cell","Glioblastoma cell","Other","Glioblastoma","223"
"Sample_1227","Stem Cell","Glioblastoma cell","Other","Glioblastoma","5674"
"Sample_1228","Stem Cell","Glioblastoma cell","Other","Glioblastoma","310"
"Sample_1229","Primary Cell","CTRL","keratinocyte","Normal","76695"
"Sample_1230","Primary Cell","CTRL","keratinocyte","Normal","74876"
"Sample_1231","Primary Cell","CTRL","keratinocyte","Normal","93906"
"Sample_1232","Primary Cell","CTRL","keratinocyte","Normal","81400"
"Sample_1233","Primary Cell","CD34+ HSPC","Blood","Normal","23876"
"Sample_1234","Primary Cell","CD34+ HSPC","Blood","Normal","27820"
"Sample_1235","Primary Cell","CD34+ HSPC","Blood","Normal","11699"
"Sample_1236","Primary Cell","CD34+ HSPC","Blood","Normal","10051"
"Sample_1237","Primary Cell","CD34+ HSPC","Blood","Normal","16463"
"Sample_1238","Primary Cell","CD34+ HSPC","Blood","Normal","8526"
"Sample_1239","Primary Cell","CD34+ HSPC","Blood","Normal","20054"
"Sample_1240","Primary Cell","CD34+ HSPC","Blood","Normal","14615"
"Sample_1241","Primary Cell","CD34+ HSPC","Blood","Normal","3527"
"Sample_1242","Primary Cell","CD34+ HSPC","Blood","Normal","6879"
"Sample_1243","Primary Cell","CD34+ HSPC","Blood","Normal","2626"
"Sample_1244","Primary Cell","CD4+ T cell","Blood","Normal","6303"
"Sample_1245","Primary Cell","CD4+ T cell","Blood","Normal","5835"
"Sample_1246","Primary Cell","CD4+ T cell","Blood","Normal","7785"
"Sample_1247","Primary Cell","CD4+ T cell","Blood","Normal","9567"
"Sample_1248","Primary Cell","CD4+ T cell","Blood","Normal","13005"
"Sample_1249","Primary Cell","CD4+ T cell","Blood","Normal","22775"
"Sample_1250","Primary Cell","CD4+ T cell","Blood","Normal","20986"
"Sample_1251","Primary Cell","CD4+ T cell","Blood","Normal","22013"
"Sample_1252","Primary Cell","CD4+ T cell","Blood","Normal","8139"
"Sample_1253","Primary Cell","CD4+ T cell","Blood","Normal","12530"
"Sample_1254","Primary Cell","CD4+ T cell","Blood","Normal","8436"
"Sample_1255","Primary Cell","CD4+ T cell","Blood","Normal","11895"
"Sample_1256","Primary Cell","CD4+ T cell","Blood","Normal","5858"
"Sample_1257","Primary Cell","CD4+ T cell","Blood","Normal","6133"
"Sample_1258","Primary Cell","CD4+ T cell","Blood","Normal","4326"
"Sample_1259","Primary Cell","CD4+ T cell","Blood","Normal","8763"
"Sample_1260","Primary Cell","CD4+ T cell","Blood","Normal","8984"
"Sample_1261","Primary Cell","CD4+ T cell","Blood","Normal","11143"
"Sample_1262","Primary Cell","CD4+ T cell","Blood","Normal","9778"
"Sample_1263","Primary Cell","CD4+ T cell","Blood","Normal","9610"
"Sample_1264","Primary Cell","CD4+ T cell","Blood","Normal","12734"
"Sample_1265","Primary Cell","CD4+ T cell","Blood","Normal","14775"
"Sample_1266","Primary Cell","CD4+ T cell","Blood","Normal","15737"
"Sample_1267","Primary Cell","CD4+ T cell","Blood","Normal","5404"
"Sample_1268","Primary Cell","CD4+ T cell","Blood","Leukemia","9800"
"Sample_1269","Primary Cell","CD4+ T cell","Blood","Leukemia","2520"
"Sample_1270","Primary Cell","CD4+ T cell","Blood","Leukemia","7825"
"Sample_1271","Primary Cell","CD4+ T cell","Blood","Leukemia","10794"
"Sample_1272","Primary Cell","CD4+ T cell","Blood","Leukemia","19930"
"Sample_1273","Primary Cell","CD4+ T cell","Blood","Leukemia","22626"
"Sample_1274","Primary Cell","CD4+ T cell","Blood","Leukemia","18604"
"Sample_1275","Primary Cell","CD4+ T cell","Blood","Normal","14723"
"Sample_1276","Primary Cell","CD4+ T cell","Blood","Normal","13581"
"Sample_1277","Primary Cell","CD4+ T cell","Blood","Normal","1111"
"Sample_1278","Primary Cell","CD4+ T cell","Blood","Leukemia","11877"
"Sample_1279","Primary Cell","CD4+ T cell","Blood","Leukemia","13573"
"Sample_1280","Primary Cell","CD4+ T cell","Blood","Leukemia","6431"
"Sample_1281","Primary Cell","CD4+ T cell","Blood","Leukemia","10658"
"Sample_1282","Primary Cell","CD4+ T cell","Blood","Leukemia","9231"
"Sample_1283","Primary Cell","CD4+ T cell","Blood","Leukemia","18345"
"Sample_1284","Primary Cell","CD4+ T cell","Blood","Leukemia","7321"
"Sample_1285","Primary Cell","CD4+ T cell","Blood","Leukemia","22158"
"Sample_1286","Primary Cell","CD4+ T cell","Blood","Leukemia","17291"
"Sample_1287","Primary Cell","CD4+ T cell","Blood","Leukemia","7151"
"Sample_1288","Primary Cell","CD4+ T cell","Blood","Leukemia","14199"
"Sample_1289","Primary Cell","CD4+ T cell","Blood","Leukemia","12864"
"Sample_1290","Primary Cell","CD4+ T cell","Blood","Leukemia","15192"
"Sample_1291","Primary Cell","CD4+ T cell","Blood","Leukemia","11849"
"Sample_1292","Primary Cell","CD4+ T cell","Blood","Leukemia","14009"
"Sample_1293","Primary Cell","CD4+ T cell","Blood","Leukemia","11963"
"Sample_1294","Primary Cell","CD4+ T cell","Blood","Leukemia","8400"
"Sample_1295","Primary Cell","CD4+ T cell","Blood","Leukemia","13897"
"Sample_1296","Primary Cell","CD4+ T cell","Blood","Normal","3567"
"Sample_1297","Primary Cell","CD4+ T cell","Blood","Normal","12156"
"Sample_1298","Primary Cell","CD4+ T cell","Blood","Normal","4481"
"Sample_1299","Primary Cell","CD4+ T cell","Blood","Normal","11004"
"Sample_1300","Cell Line","Mixture of GM12878 and Patski mouse embryonic kidney fibroblast cell line","Blood","Normal","4759"
"Sample_1301","Cell Line","Mixture of GM12878 and HEK293T","Blood","Normal","11007"
"Sample_1302","Cell Line","Mixture of GM12878 and HL-60","Blood","Normal","7633"
"Sample_1303","Cell Line","Mixture of GM12878 and HL-60","Blood","Normal","57101"
"Sample_1304","Cell Line","Mixture of GM12878 and HL-60","Blood","Normal","64027"
"Sample_1305","Cell Line","Mixture of GM12878 and HL-60","Blood","Normal","45501"
"Sample_1306","Cell Line","GM12878","Blood","Normal","24997"
"Sample_1307","Cell Line","GM12878","Blood","Normal","30542"
"Sample_1308","Cell Line","GM12878","Blood","Normal","26770"
"Sample_1309","Cell Line","Raji","Blood","Lymphoma","27828"
"Sample_1310","Cell Line","Rj2_2_5","Blood","Lymphoma","17112"
"Sample_1311","Cell Line","SKNMC","Other","Ewing sarcoma","10372"
"Sample_1312","Cell Line","GM12878","Blood","Normal","24997"
"Sample_1313","Cell Line","GM12878","Blood","Normal","30542"
"Sample_1314","Cell Line","GM12878","Blood","Normal","26770"
"Sample_1315","Cell Line","GM12878","Blood","Normal","403"
"Sample_1316","Cell Line","GM12878","Blood","Normal","386"
"Sample_1317","Primary Cell","CD4+ T cell","Blood","Normal","7785"
"Sample_1318","Primary Cell","CD4+ T cell","Blood","Normal","9567"
"Sample_1319","Primary Cell","CD4+ T cell","Blood","Normal","13005"
"Sample_1320","Primary Cell","CD4+ T cell","Blood","Normal","22775"
"Sample_1321","Primary Cell","CD4+ T cell","Blood","Normal","2664"
"Sample_1322","Primary Cell","CD4+ T cell","Blood","Normal","9740"
"Sample_1323","Tissue","HCASMC","Blood","Coronary artery disease","48254"
"Sample_1324","Tissue","HCASMC","Blood","Coronary artery disease","67441"
"Sample_1325","Tissue","HCASMC","Blood","Coronary artery disease","43672"
"Sample_1326","Tissue","HCASMC","Blood","Coronary artery disease","124489"
"Sample_1327","Tissue","HCASMC","Blood","Coronary artery disease","53422"
"Sample_1328","Tissue","HCASMC","Blood","Coronary artery disease","61360"
"Sample_1329","Stem Cell","ESC","Embryo","Normal","33988"
"Sample_1330","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","12773"
"Sample_1331","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","4390"
"Sample_1332","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","5072"
"Sample_1333","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","6240"
"Sample_1334","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","6258"
"Sample_1335","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","18206"
"Sample_1336","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","44173"
"Sample_1337","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","18167"
"Sample_1338","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","5011"
"Sample_1339","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","4974"
"Sample_1340","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","13454"
"Sample_1341","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","24529"
"Sample_1342","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","3285"
"Sample_1343","Tissue","Frontal cortex","Frontal","Frontotemporal degeneration","6620"
"Sample_1344","Other","Myeloid","Myeloid","Normal","54611"
"Sample_1345","Other","Myeloid","Myeloid","Normal","53612"
"Sample_1346","Other","Myeloid","Myeloid","Normal","28839"
"Sample_1347","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","14464"
"Sample_1348","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","30924"
"Sample_1349","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","15810"
"Sample_1350","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","12578"
"Sample_1351","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","22466"
"Sample_1352","Cell Line","BIN-67","Ovarian","Deficient thoracic sarcomas","25192"
"Sample_1353","Primary Cell","HSPC","Peripheral blood","Normal","47469"
"Sample_1354","Primary Cell","HSPC","Peripheral blood","Normal","32821"
"Sample_1355","Primary Cell","HSPC","Peripheral blood","Normal","23857"
"Sample_1356","Primary Cell","Erythroblasts","Peripheral blood","Normal","29023"
"Sample_1357","Primary Cell","Erythroblasts","Peripheral blood","Normal","22885"
"Sample_1358","Primary Cell","HSPC","Peripheral blood","Normal","11695"
"Sample_1359","Primary Cell","HSPC","Peripheral blood","Normal","12453"
"Sample_1360","Tissue","Sperm","Sperm","Normal","20596"
"Sample_1361","Tissue","Sperm","Sperm","Normal","10114"
"Sample_1362","Cell Line","FT190","Other","Ovarion cancer","26177"
"Sample_1363","Cell Line","FT190","Other","Ovarion cancer","31633"
"Sample_1364","Cell Line","FT190","Other","Ovarion cancer","27236"
"Sample_1365","Cell Line","FT194","Other","Ovarion cancer","29194"
"Sample_1366","Cell Line","FT194","Other","Ovarion cancer","38341"
"Sample_1367","Cell Line","FT194","Other","Ovarion cancer","35804"
"Sample_1368","Primary Cell","CD8+ T cell","Blood","Normal","26645"
"Sample_1369","Primary Cell","CD8+ T cell","Blood","Normal","23935"
"Sample_1370","Primary Cell","CD8+ T cell","Blood","Normal","24948"
"Sample_1371","Primary Cell","CD8+ T cell","Blood","Normal","29265"
"Sample_1372","Primary Cell","CD8+ T cell","Blood","Normal","22768"
"Sample_1373","Primary Cell","CD8+ T cell","Blood","Normal","21143"
"Sample_1374","Other","Skin","Skin","Normal","88120"
"Sample_1375","Other","Skin","Skin","Normal","52519"
"Sample_1376","Other","Skin","Skin","Normal","2584"
"Sample_1377","Other","Skin","Skin","Normal","106235"
"Sample_1378","Other","Skin","Skin","Normal","76184"
"Sample_1379","Other","Skin","Skin","Normal","78256"
"Sample_1380","Other","Skin","Skin","Normal","41804"
"Sample_1381","Other","Skin","Skin","Normal","70730"
"Sample_1382","Induced pluripotent stem cell line","iPSC","Other","Other","51820"
"Sample_1383","Induced pluripotent stem cell line","iPSC","Other","Other","67884"
"Sample_1384","Induced pluripotent stem cell line","iPSC","Other","Other","123725"
"Sample_1385","Cell Line","MCF7","Mammary Gland","Breast cancer","54622"
"Sample_1386","Cell Line","MCF7","Mammary Gland","Breast cancer","35840"
"Sample_1387","Cell Line","HESC","Embryo","Normal","119463"
"Sample_1388","Cell Line","HESC","Embryo","Normal","37576"
"Sample_1389","Cell Line","HESC","Embryo","Normal","43381"
"Sample_1390","Cell Line","HESC","Embryo","Normal","39671"
"Sample_1391","Cell Line","HESC","Embryo","Normal","28893"
"Sample_1392","Cell Line","HESC","Embryo","Normal","28850"
"Sample_1393","Cell Line","HESC","Embryo","Normal","17905"
"Sample_1394","Cell Line","HESC","Embryo","Normal","31581"
"Sample_1395","Cell Line","HESC","Embryo","Normal","54504"
"Sample_1396","Cell Line","HESC","Embryo","Normal","44747"
"Sample_1397","Cell Line","HESC","Embryo","Normal","27183"
"Sample_1398","Cell Line","HESC","Embryo","Normal","31117"
"Sample_1399","Cell Line","HESC","Embryo","Normal","65618"
"Sample_1400","Cell Line","HESC","Embryo","Normal","45880"
"Sample_1401","Cell Line","HESC","Embryo","Normal","45350"
"Sample_1402","Cell Line","HESC","Embryo","Normal","24079"
"Sample_1403","Cell Line","HESC","Embryo","Normal","24701"
"Sample_1404","Cell Line","HESC","Embryo","Normal","67706"
"Sample_1405","Cell Line","HESC","Embryo","Normal","74228"
"Sample_1406","Cell Line","HESC","Embryo","Normal","41058"
"Sample_1407","Cell Line","HESC","Embryo","Normal","29582"
"Sample_1408","Cell Line","HESC","Embryo","Normal","101844"
"Sample_1409","Cell Line","HESC","Embryo","Normal","91707"
"Sample_1410","Cell Line","JHU-06","Peripheral blood","Leukemia","3555"
"Sample_1411","Cell Line","JHU-06","Peripheral blood","Leukemia","2181"
"Sample_1412","Cell Line","JHU-06","Peripheral blood","Leukemia","2997"
"Sample_1413","Cell Line","JHU-06","Peripheral blood","Leukemia","25237"
"Sample_1414","Cell Line","JHU-06","Peripheral blood","Leukemia","27299"
"Sample_1415","Cell Line","JHU-06","Peripheral blood","Leukemia","17803"
"Sample_1416","Cell Line","JHU-06","Peripheral blood","Leukemia","27114"
"Sample_1417","Cell Line","JHU-06","Peripheral blood","Leukemia","43850"
"Sample_1418","Cell Line","JHU-06","Peripheral blood","Leukemia","20729"
"Sample_1419","Cell Line","JHU-06","Peripheral blood","Leukemia","21584"
"Sample_1420","Cell Line","JHU-06","Peripheral blood","Leukemia","22171"
"Sample_1421","Cell Line","JHU-06","Peripheral blood","Leukemia","25686"
"Sample_1422","Cell Line","JHU-06","Peripheral blood","Leukemia","3660"
"Sample_1423","Cell Line","JHU-06","Peripheral blood","Leukemia","30059"
"Sample_1424","Cell Line","JHU-06","Peripheral blood","Leukemia","30273"
"Sample_1425","Cell Line","JHU-06","Peripheral blood","Leukemia","26980"
"Sample_1426","Cell Line","JHU-06","Peripheral blood","Leukemia","22086"
"Sample_1427","Cell Line","JHU-06","Peripheral blood","Leukemia","24735"
"Sample_1428","Cell Line","JHU-06","Peripheral blood","Leukemia","23436"
"Sample_1429","Cell Line","JHU-06","Peripheral blood","Leukemia","21031"
"Sample_1430","Cell Line","JHU-06","Peripheral blood","Leukemia","27181"
"Sample_1431","Cell Line","JHU-06","Peripheral blood","Leukemia","25109"
"Sample_1432","Cell Line","JHU-06","Peripheral blood","Leukemia","28112"
"Sample_1433","Cell Line","JHU-06","Peripheral blood","Leukemia","25013"
"Sample_1434","Cell Line","JHU-06","Peripheral blood","Leukemia","20280"
"Sample_1435","Cell Line","JHU-06","Peripheral blood","Leukemia","21560"
"Sample_1436","Cell Line","JHU-06","Peripheral blood","Leukemia","20615"
"Sample_1437","Cell Line","JHU-06","Peripheral blood","Leukemia","24502"
"Sample_1438","Cell Line","JHU-06","Peripheral blood","Leukemia","21386"
"Sample_1439","Cell Line","JHU-06","Peripheral blood","Leukemia","23158"
"Sample_1440","Cell Line","JHU-06","Peripheral blood","Leukemia","26557"
"Sample_1441","Cell Line","JHU-06","Peripheral blood","Leukemia","35331"
"Sample_1442","Tissue","Adipose","Adipose","Other","15955"
"Sample_1443","Tissue","Adipose","Adipose","Other","10764"
"Sample_1444","Tissue","Adipose","Adipose","Other","9131"
"Sample_1445","Tissue","Adipose","Adipose","Other","13687"
"Sample_1446","Tissue","Adipose","Adipose","Other","9754"
"Sample_1447","Tissue","Adipose","Adipose","Other","28648"
"Sample_1448","Cell Line","MUG-Chor1","Bone","Chordoma","15288"
"Sample_1449","Cell Line","U-CH2","Bone","Chordoma","42509"
"Sample_1450","Cell Line","U-CH2","Bone","Chordoma","37202"
"Sample_1451","Cell Line","22RV-1","Prostate","Prostate cancer","73770"
"Sample_1452","Cell Line","22RV-1","Prostate","Prostate cancer","46077"
"Sample_1453","Tissue","cerebellum","Brain","Other","46841"
"Sample_1454","Tissue","cerebellum","Brain","Other","52205"
"Sample_1455","Tissue","cerebellum","Brain","Other","75830"
"Sample_1456","Tissue","cerebellum","Brain","Other","87848"
"Sample_1457","Tissue","cerebellum","Brain","Other","27096"
"Sample_1458","Tissue","cerebellum","Brain","Other","23875"
"Sample_1459","Tissue","cerebellum","Brain","Other","18278"
"Sample_1460","Primary Cell","B cell","Blood","Hypogammaglobulinemia","8853"
"Sample_1461","Primary Cell","B cell","Blood","Hypogammaglobulinemia","15675"
"Sample_1462","Primary Cell","B cell","Blood","Hypogammaglobulinemia","12078"
"Sample_1463","Primary Cell","B cell","Blood","Hypogammaglobulinemia","21377"
"Sample_1464","Primary Cell","B cell","Blood","Hypogammaglobulinemia","26705"
"Sample_1465","Cell Line","HL-60","Blood","Normal","10161"
"Sample_1466","Cell Line","HL-60","Blood","Normal","17588"
"Sample_1467","Other","Macrophage","Blood","Other","10568"
"Sample_1468","Other","Monocyte","Blood","Other","6102"
"Sample_1469","Other","Monocyte","Blood","Other","8042"
"Sample_1470","Other","Neutrophile","Blood","Other","7806"
"Sample_1471","Other","Neutrophile","Blood","Other","2297"
"Sample_1472","Other","6TFs","Epithelial","Other","8360"
"Sample_1473","Other","CEC","Epithelial","Other","9837"
"Sample_1474","Other","CEC","Epithelial","Other","8172"
"Sample_1475","Other","CEC","Epithelial","Other","9245"
"Sample_1476","Other","CEC","Epithelial","Other","59849"
"Sample_1477","Other","CEC","Epithelial","Other","57787"
"Sample_1478","Other","CEC","Epithelial","Other","16379"
"Sample_1479","Other","CEC","Epithelial","Other","48405"
"Sample_1480","Other","CEC","Epithelial","Other","64704"
"Sample_1481","Other","CEC","Epithelial","Other","54564"
"Sample_1482","Other","CEC","Epithelial","Other","58281"
"Sample_1483","Other","CEC","Epithelial","Other","76819"
"Sample_1484","Primary Cell","primary hematopoietic cell","Other","Other","4833"
"Sample_1485","Primary Cell","primary hematopoietic cell","Other","Other","15968"
"Sample_1486","Primary Cell","Colon","Colon","Normal","5555"
"Sample_1487","Primary Cell","Colon","Colon","Normal","9790"
"Sample_1488","Primary Cell","Colon","Colon","Colorectal carcinoma","8091"
"Sample_1489","Other","B cell","Other","Systemic Lupus Erythematosus","33777"
"Sample_1490","Other","B cell","Other","Systemic Lupus Erythematosus","34996"
"Sample_1491","Other","B cell","Other","Systemic Lupus Erythematosus","11932"
"Sample_1492","Other","B cell","Other","Systemic Lupus Erythematosus","43381"
"Sample_1493","Other","B cell","Other","Normal","25388"
